i,name,halantname,type,karma,iXt,english,hindi,dhaatu,ii,startshal
४.००४८,धूरीँ,धूर्, आत्मनेपदी, सकर्मकः,सेट्,"to kill, to destroy, to go","मारना, हिंसा करना, जाना",धूर्धूरीँ हिंसागत्योःदिवादिः,1307,FALSE
४.००४९,गूरीँ,गूर्, आत्मनेपदी, सकर्मकः,सेट्,"to kill, to destroy, to go","मारना, जाना",गूर्गूरीँ हिंसागत्योःदिवादिः,1308,FALSE
४.००५,घूरीँ,घूर्, आत्मनेपदी, सकर्मकः,सेट्,"to kill, to torture, to become old","हिंसा करना, दुःख देना, वृद्ध होना",घूर्घूरीँ हिंसावयोहान्योःदिवादिः,1309,FALSE
४.००५१,जूरीँ,जूर्, आत्मनेपदी, सकर्मकः,सेट्,"to kill, to torture, to become old","हिंसा करना, दुःख देना, वृद्ध होना",जूर्जूरीँ हिंसावयोहान्योःदिवादिः,1310,FALSE
४.००५२,शूरीँ,शूर्, आत्मनेपदी, सकर्मकः,सेट्,"to kill, to torture, to become old","मार डालना, दुःख देना, निश्चल होना",शूर्शूरीँ हिंसास्तम्भनयोःदिवादिः,1311,FALSE
४.००५३,चूरीँ,चूर्, आत्मनेपदी, सकर्मकः,सेट्,to burn to ashes,"जलाना, भस्म करना",चूर्चूरीँ दाहेदिवादिः,1312,FALSE
४.००५४,तपँ,तप्, आत्मनेपदी, अकर्मकः,अनिट्,to be powerful,,तप्तपँ ऐश्वर्येदिवादिः,1313,FALSE
४.००५५,वृतुँ,वृत्, आत्मनेपदी, सकर्मकः,सेट्,"to choose, to like, to serve, to do employment","पसन्द करना, सेवा करना, नौकरी करना",वृत्वृतुँ वरणेदिवादिः,1314,FALSE
४.००५६,वावृतुँ,वावृत्, आत्मनेपदी, सकर्मकः,सेट्,"to choose, to like, to serve, to do employment",,वावृत्वावृतुँ वरणेदिवादिः,1315,FALSE
४.००५७,क्लिशँ,क्लिश्, आत्मनेपदी, अकर्मकः,सेट्,"to be ill, to be sad, to suffer","रोगी होना, दुखी होना, दुःख सहन करना",क्लिश्क्लिशँ उपतापेदिवादिः,1316,FALSE
४.००५८,काशृँ,काश्, आत्मनेपदी, अकर्मकः,सेट्,"to glow, to shine",चमकना,काश्काशृँ दीप्तौदिवादिः,1317,FALSE
४.००५९,वाशृँ,वाश्, आत्मनेपदी, अकर्मकः,सेट्,"to howl, to growl, to roar",शब्द करना,वाश्वाशृँ शब्देदिवादिः,1318,FALSE
४.००६,मृषँ,मृष्, उभयपदी, सकर्मकः,सेट्,"to tolerate, to bear, to endure, to suffer, to forgive","सहन करना, क्षमा करना",मृष्मृषँ तितिक्षायाम्दिवादिः,1319,FALSE
४.००६१,शुचिँर्,शुच्ईँ, उभयपदी, अकर्मकः,सेट्,"to be wet, to be clean, to be purified","शुद्ध होना, स्नान करना, पवित्र होना",शुच्ईँशुचिँर् पूतीभावेदिवादिः,1320,FALSE
४.००६२,णहँ,नह्, उभयपदी, सकर्मकः,अनिट्,to tie,बांधना,नह्णहँ बन्धनेदिवादिः,1321,FALSE
४.००६३,रन्जँ,रञ्ज्, उभयपदी, अकर्मकः,अनिट्,"to color, to be involved in, to be attracted to","रंगना, किसी वस्तु में अनुरक्त होना, मोहित होना",रञ्ज्रन्जँ रागेदिवादिः,1322,FALSE
४.००६४,शपँ,शप्, उभयपदी, सकर्मकः,अनिट्,"to swear, to take oath, to curse","शपथ करना, श्राप देना",शप्शपँ आक्रोशेदिवादिः,1323,FALSE
४.००६५,पदँ,पद्, आत्मनेपदी, सकर्मकः,अनिट्,"to go, to attain",जाना,पद्पदँ गतौदिवादिः,1324,FALSE
४.००६६,खिदँ,खिद्, आत्मनेपदी, अकर्मकः,अनिट्,"to be sad, to be displeased, to be distressed","खिन्न होना, दुःख सहन करना, दीनता प्रकट करना",खिद्खिदँ दैन्येदिवादिः,1325,FALSE
४.००६७,विदँ,विद्, आत्मनेपदी, अकर्मकः,अनिट्,to exist,विद्यमान होना,विद्विदँ सत्तायाम्दिवादिः,1326,FALSE
४.००६८,बुधँ,बुध्, आत्मनेपदी, सकर्मकः,अनिट्,"to know, to understand",जानना,बुध्बुधँ अवगमनेदिवादिः,1327,FALSE
४.००६९,युधँ,युध्, आत्मनेपदी, अकर्मकः,अनिट्,to fight,"लड़ाई करना, युद्ध करना, संग्राम करना",युध्युधँ सम्प्रहारेदिवादिः,1328,FALSE
४.००७,रुधँ,रुध्, आत्मनेपदी, अकर्मकः,अनिट्,"to pitty, to be compassionate, to agree, to approve, to mourn, to grieve, to desire, to wish","कृपालु होना, दया करना, अनुमोदन देना, शोक करना, रोना, चाहना",रुध्रुधँ कामेदिवादिः,1329,FALSE
४.००७१,अणँ,अण्, आत्मनेपदी, अकर्मकः,सेट्,"to live, to breath",जीना,अण्अणँ प्राणनेदिवादिः,1330,FALSE
४.००७२,अनँ,अन्, आत्मनेपदी, अकर्मकः,सेट्,"to breath, to breathe",,अन्अनँ प्राणनेदिवादिः,1331,FALSE
४.००७३,मनँ,मन्, आत्मनेपदी, सकर्मकः,अनिट्,"to believe, to know, to understand, to consider, to think","जानना, समझना",मन्मनँ ज्ञानेदिवादिः,1332,FALSE
४.००७४,युजँ,युज्, आत्मनेपदी, अकर्मकः,अनिट्,"to concentrate, to focus, to abstain from senses, to meditate","चित्त स्थिर करना, मन को रोकना",युज्युजँ समाधौदिवादिः,1333,FALSE
४.००७५,सृजँ,सृज्, आत्मनेपदी, अकर्मकः,अनिट्,"to discharge, to let loose, to let off","छोड़ना, विविध प्रकार से उत्पन्न करना, रचना करना",सृज्सृजँ विसर्गेदिवादिः,1334,FALSE
४.००७६,लिशँ,लिश्, आत्मनेपदी, अकर्मकः,अनिट्,"to decrease, to reduce",कम करना,लिश्लिशँ अल्पीभावेदिवादिः,1335,FALSE
४.००७७,राधँ,राध्, परस्मैपदी, अकर्मकः,अनिट्,to grow,बढ़ना,राध्राधँ वृद्धिसिद्धिद्रोहदैवपर्यालोचनादिषु चदिवादिः,1336,FALSE
४.००७८,व्यधँ,व्यध्, परस्मैपदी, सकर्मकः,अनिट्,"to strike, to hurt, to stab, to pierce, to hit, to cause pain, to pinch","मारना, पीटना, दुःख देना, चुभाना, छेदना",व्यध्व्यधँ ताडनेदिवादिः,1337,FALSE
४.००७९,पुषँ,पुष्, परस्मैपदी, अकर्मकः,अनिट्,"to nurture, to nourish, to maintain, to promote, to bring up, to support","पालन करना, पोषण करना",पुष्पुषँ पुष्टौदिवादिः,1338,FALSE
४.००८,शुषँ,शुष्, परस्मैपदी, अकर्मकः,अनिट्,to become dry,"शुष्क होना, सूखना",शुष्शुषँ शोषणेदिवादिः,1339,FALSE
४.००८१,तुषँ,तुष्, परस्मैपदी, अकर्मकः,अनिट्,"to be pleased, to be delighted, to be happy","संतुष्ट होना, खुश होना",तुष्तुषँ प्रीतौदिवादिः,1340,FALSE
४.००८२,दुषँ,दुष्, परस्मैपदी, अकर्मकः,अनिट्,"to sin, to soil, to make impure, to cause pain, to hurt","दुःखित होना या करना, दूषित करना",दुष्दुषँ वैकृत्येदिवादिः,1341,FALSE
४.००८३,श्लिषँ,श्लिष्, परस्मैपदी, सकर्मकः,अनिट्,"to hug, to embrace","आलिंगन करना, गले लगाना, चिपके रहना",श्लिष्श्लिषँ आलिङ्गनेदिवादिः,1342,FALSE
४.००८४,शकँ,शक्, उभयपदी, अकर्मकः,सेट्,"to be able, to be possible","शक्य होना, शकना",शक्शकँ मर्षणेदिवादिः,1343,FALSE
४.००८५,ष्विदाँ,स्विद्, परस्मैपदी, अकर्मकः,अनिट्,"to sweat, to perspire","पसीना आना, पसीना छूटना",स्विद्ष्विदाँ गात्रप्रक्षरणेदिवादिः,1344,FALSE
४.००८६,क्रुधँ,क्रुध्, परस्मैपदी, अकर्मकः,अनिट्,to be angry,क्रोध करना,क्रुध्क्रुधँ क्रोधेदिवादिः,1345,FALSE
४.००८७,क्षुधँ,क्षुध्, परस्मैपदी, अकर्मकः,अनिट्,to be hungry,भूख लगना,क्षुध्क्षुधँ बुभुक्षायाम्दिवादिः,1346,FALSE
४.००८८,शुधँ,शुध्, परस्मैपदी, अकर्मकः,अनिट्,to become pure,"शुद्ध होना, पवित्र होना",शुध्शुधँ शौचेदिवादिः,1347,FALSE
४.००८९,षिधुँ,सिध्, परस्मैपदी, अकर्मकः,अनिट्,"to be thoroughly prepared, to be accomplished, to be achieved, to be ready","सिद्ध होना, जीत होना",सिध्षिधुँ संराद्धौदिवादिः,1348,FALSE
४.००९,रधँ,रध्, परस्मैपदी, सकर्मकः,वेट्,"to kill, to injure, to hurt, to be ripen, to be ready","मार डालना, दुःख देना, पक्व होना या पकना",रध्रधँ हिंसासंराद्ध्योःदिवादिः,1349,FALSE
४.००९१,णशँ,नश्, परस्मैपदी, अकर्मकः,वेट्,"to disappear, to perish, to get destroyed, to be invisible","अदर्शन होना, नाश होना, दिखाई न देना",नश्णशँ अदर्शनेदिवादिः,1350,FALSE
४.००९२,तृपँ,तृप्, परस्मैपदी, सकर्मकः,वेट्,"to satisfy, to be satisfied, to please, to be pleased","तृप्त होना या करना, प्रसन्न होना या करना",तृप्तृपँ प्रीणनेदिवादिः,1351,FALSE
४.००९३,दृपँ,दृप्, परस्मैपदी, सकर्मकः,वेट्,"to be glad, to be proud","प्रसन्न होना, गर्व करना",दृप्दृपँ हर्षमोहनयोःदिवादिः,1352,FALSE
४.००९४,द्रुहँ,द्रुह्, परस्मैपदी, सकर्मकः,वेट्,"to hate, to try to hurt","द्वेष करना, मारने के लिए प्रयत्न करना",द्रुह्द्रुहँ जिघांसायाम्दिवादिः,1353,FALSE
४.००९५,मुहँ,मुह्, परस्मैपदी, सकर्मकः,वेट्,"to lose senses, to faint, to be foolish, to err","पागल होना, बुद्धि भ्रष्ट होना",मुह्मुहँ वैचित्त्येदिवादिः,1354,FALSE
४.००९६,ष्णुहँ,स्नुह्, परस्मैपदी, सकर्मकः,वेट्,to vomit,"कै करना, वमन करना",स्नुह्ष्णुहँ उद्गिरणेदिवादिः,1355,FALSE
४.००९७,ष्णिहँ,स्निह्, परस्मैपदी, अकर्मकः,वेट्,"to feel affection for, to love, to be kind to","स्नेह करना, प्रेम करना",स्निह्ष्णिहँ प्रीतौदिवादिः,1356,FALSE
४.००९८,शमुँ,शम्, परस्मैपदी, अकर्मकः,सेट्,"to be calm, to be pacified, to be quiet","शांत होना, शमन करना",शम्शमुँ उपशमेदिवादिः,1357,FALSE
४.००९९,तमुँ,तम्, परस्मैपदी, अकर्मकः,सेट्,"to desire, to wish, to be sad","इच्छा करना, दुःखित होना",तम्तमुँ काङ्क्षायाम्दिवादिः,1358,FALSE
४.०१,दमुँ,दम्, परस्मैपदी, सकर्मकः,सेट्,"to be calm, to be pacified, to be quiet","शांत करना, दमन करना",दम्दमुँ उपशमेदिवादिः,1359,FALSE
४.०१०१,श्रमुँ,श्रम्, परस्मैपदी, सकर्मकः,सेट्,"to do penance, to be fatigued, to be tired","तपश्चर्या करना, व्रत करना, थकना, दुःखित होना",श्रम्श्रमुँ तपसि खेदे चदिवादिः,1360,FALSE
४.०१०२,भ्रमुँ,भ्रम्, परस्मैपदी, सकर्मकः,सेट्,"to be unsteady, to wander to roam","अस्थिर होना, भ्रमण करना",भ्रम्भ्रमुँ अनवस्थानेदिवादिः,1361,FALSE
४.०१०३,क्षमूँ,क्षम्, परस्मैपदी, सकर्मकः,वेट्,"to endure, to suffer, to tolerate, to forgive","सहन करना, क्षमा करना",क्षम्क्षमूँ सहनेदिवादिः,1362,FALSE
४.०१०४,क्लमुँ,क्लम्, परस्मैपदी, अकर्मकः,सेट्,"to be fatigued, to be tired","श्रमित होना, थकना, कुम्हलाना",क्लम्क्लमुँ ग्लानौदिवादिः,1363,FALSE
४.०१०५,मदीँ,मद्, परस्मैपदी, अकर्मकः,सेट्,"to be happy, to be tired, to be intoxicated","प्रसन्न होना, थकना, श्रान्त होना",मद्मदीँ हर्षे ग्लेपने चदिवादिः,1364,FALSE
४.०१०६,असुँ,अस्, परस्मैपदी, सकर्मकः,सेट्,"to throw, to be disappointed","फेकना, निराश होना",अस्असुँ क्षेपणेदिवादिः,1365,FALSE
४.०१०७,यसुँ,यस्, परस्मैपदी, अकर्मकः,सेट्,"to endeavour, to strive, to try",प्रयास करना,यस्यसुँ प्रयत्नेदिवादिः,1366,FALSE
४.०१०८,जसुँ,जस्, परस्मैपदी, सकर्मकः,सेट्,"to leave, to set free","मुक्त करना, छोड़ देना",जस्जसुँ मोक्षणेदिवादिः,1367,FALSE
४.०१०९,तसुँ,तस्, परस्मैपदी, सकर्मकः,सेट्,"to throw, to bounce, to fly away","फेंकना, उड़ा देना",तस्तसुँ उपक्षयेदिवादिः,1368,FALSE
४.०११,दसुँ,दस्, परस्मैपदी, सकर्मकः,सेट्,"to throw, to bounce, to fly away",फेंकना,दस्दसुँ उपक्षयेदिवादिः,1369,FALSE
४.०१११,वसुँ,वस्, परस्मैपदी, अकर्मकः,सेट्,"to be firm to be fixed, to be straight","निश्चल होना, सीधा होना",वस्वसुँ स्तम्भेदिवादिः,1370,FALSE
४.०११२,बसुँ,बस्, परस्मैपदी, अकर्मकः,सेट्,"to be firm to be fixed, to be straight",,बस्बसुँ स्तम्भेदिवादिः,1371,FALSE
४.०११३,भसुँ,भस्, परस्मैपदी, अकर्मकः,सेट्,"to be firm to be fixed, to be straight",,भस्भसुँ स्तम्भेदिवादिः,1372,FALSE
४.०११४,व्युषँ,व्युष्, परस्मैपदी, सकर्मकः,सेट्,"to split, to divide, to separate, to partition, to burn, to fry","अलग करना, विभाग करना, जलाना, भूनना, दग्ध करना",व्युष्व्युषँ विभागेदिवादिः,1373,FALSE
४.०११५,व्युसँ,व्युस्, परस्मैपदी, सकर्मकः,सेट्,"to split, to divide, to separate, to partition, to burn, to fry",,व्युस्व्युसँ विभागे दाहे चदिवादिः,1374,FALSE
४.०११६,ब्युसँ,ब्युस्, परस्मैपदी, सकर्मकः,सेट्,"to split, to divide, to separate, to partition, to burn, to fry",,ब्युस्ब्युसँ विभागे दाहे चदिवादिः,1375,FALSE
४.०११७,बुसँ,बुस्, परस्मैपदी, सकर्मकः,सेट्,"to split, to divide, to separate",,बुस्बुसँ विभागेदिवादिः,1376,FALSE
४.०११८,वुसँ,वुस्, परस्मैपदी, सकर्मकः,सेट्,"to split, to divide, to separate, to partition",,वुस्वुसँ विभागेदिवादिः,1377,FALSE
४.०११९,प्युषँ,प्युष्, परस्मैपदी, सकर्मकः,सेट्,"to split, to divide, to separate, to partition",,प्युष्प्युषँ विभागेदिवादिः,1378,FALSE
४.०१२,प्युसँ,प्युस्, परस्मैपदी, सकर्मकः,सेट्,"to split, to divide, to separate, to partition",,प्युस्प्युसँ विभागेदिवादिः,1379,FALSE
४.०१२१,पुषँ,पुष्, परस्मैपदी, सकर्मकः,अनिट्,"to partition, to divide",,पुष्पुषँ विभागेदिवादिः,1380,FALSE
४.०१२२,प्लुषँ,प्लुष्, परस्मैपदी, सकर्मकः,सेट्,to burn,जलाना,प्लुष्प्लुषँ दाहेदिवादिः,1381,FALSE
४.०१२३,विसँ,विस्, परस्मैपदी, सकर्मकः,सेट्,to inspire,प्रेरणा करना,विस्विसँ प्रेरणेदिवादिः,1382,FALSE
४.०१२४,बिसँ,बिस्, परस्मैपदी, सकर्मकः,सेट्,to inspire,,बिस्बिसँ प्रेरणेदिवादिः,1383,FALSE
४.०१२५,कुसँ,कुस्, परस्मैपदी, सकर्मकः,सेट्,"to embrace, to surround, to get together",मिलना,कुस्कुसँ संश्लेषणेदिवादिः,1384,FALSE
४.०१२६,कुशँ,कुश्, परस्मैपदी, सकर्मकः,सेट्,"to embrace, to surround, to get together",,कुश्कुशँ संश्लेषणेदिवादिः,1385,FALSE
४.०१२७,कुन्सँ,कुंस्, परस्मैपदी, सकर्मकः,सेट्,"to embrace, to surround, to get together",,कुंस्कुन्सँ संश्लेषणेदिवादिः,1386,FALSE
४.०१२८,कुन्शँ,कुंश्, परस्मैपदी, सकर्मकः,सेट्,"to embrace, to surround, to get together",,कुंश्कुन्शँ संश्लेषणेदिवादिः,1387,FALSE
४.०१२९,बुसँ,बुस्, परस्मैपदी, सकर्मकः,सेट्,"to discharge, to emit",त्यागना,बुस्बुसँ उत्सर्गेदिवादिः,1388,FALSE
४.०१३,मुसँ,मुस्, परस्मैपदी, सकर्मकः,सेट्,"to piece, to cut, to petition",टुकड़े टुकड़े करना,मुस्मुसँ खण्डनेदिवादिः,1389,FALSE
४.०१३१,मसीँ,मस्, परस्मैपदी, अकर्मकः,सेट्,"to transform, to shape","रूपान्तर करना, आकार बदलना",मस्मसीँ परिणामेदिवादिः,1390,FALSE
४.०१३२,समीँ,सम्, परस्मैपदी, अकर्मकः,सेट्,"to transform, to shape",,सम्समीँ परिणामेदिवादिः,1391,FALSE
४.०१३३,लुटँ,लुट्, परस्मैपदी, अकर्मकः,सेट्,"to churn, to agitate, to shake, to move","विलोडना, कांपना, हिलना",लुट्लुटँ विलोडनेदिवादिः,1392,FALSE
४.०१३४,लुठँ,लुठ्, परस्मैपदी, अकर्मकः,सेट्,"to churn, to agitate, to shake, to move",,लुठ्लुठँ विलोडनेदिवादिः,1393,FALSE
४.०१३५,उचँ,उच्, परस्मैपदी, अकर्मकः,सेट्,"to be gather, to be collected","एकत्र होना, इकठ्ठा करना या होना",उच्उचँ समवायेदिवादिः,1394,FALSE
४.०१३६,भृशुँ,भृश्, परस्मैपदी, अकर्मकः,सेट्,"to churn, to agitate, to shake, to move","गिरना, भ्रष्ट होना",भृश्भृशुँ अधःपतनेदिवादिः,1395,FALSE
४.०१३७,भ्रन्शुँ ,भ्रंश्, परस्मैपदी, अकर्मकः,सेट्,"to churn, to agitate, to shake, to move",,भ्रंश्भ्रन्शुँ  अधःपतनेदिवादिः,1396,FALSE
४.०१३८,रन्शुँ,भ्रंश्भ्, परस्मैपदी, अकर्मकः,सेट्,"to churn, to agitate, to shake, to move","गिरना, पतन होना",भ्रंश्भ्रन्शुँ अधःपतनेदिवादिः,1397,TRUE
४.०१३९,वृशँ,वृश्, परस्मैपदी, सकर्मकः,सेट्,to cover,आच्छादन करना,वृश्वृशँ आवरणेदिवादिः,1398,FALSE
४.०१४,कृशँ,कृश्, परस्मैपदी, सकर्मकः,सेट्,to be thin,"कृश होना, पतला होना",कृश्कृशँ तनूकरणेदिवादिः,1399,FALSE
४.०१४१,ञितृषाँ,तृष्, परस्मैपदी, अकर्मकः,सेट्,"to be thirsty, to be desirous",प्यास लगाना,तृष्ञितृषाँ पिपासायाम्दिवादिः,1400,FALSE
४.०१४२,हृषँ,हृष्, परस्मैपदी, अकर्मकः,सेट्,"to be delighted, to rejoice, to be happy, to fill with pleasure","संतुष्ट होना, प्रसन्न होना",हृष्हृषँ तुष्टौदिवादिः,1401,FALSE
४.०१४३,रुषँ,रुष्, परस्मैपदी, अकर्मकः,सेट्,to be angry,मारना,रुष्रुषँ हिंसायाम्दिवादिः,1402,FALSE
४.०१४४,रिषँ,रिष्, परस्मैपदी, सकर्मकः,सेट्,to be angry,मारना,रिष्रिषँ हिंसायाम्दिवादिः,1403,FALSE
४.०१४५,डिपँ,डिप्, परस्मैपदी, सकर्मकः,सेट्,"to throw, to make fly","फेंकना, उड़ाना",डिप्डिपँ क्षेपेदिवादिः,1404,FALSE
४.०१४६,कुपँ,कुप्, परस्मैपदी, अकर्मकः,सेट्,to be angry,क्रोध करना,कुप्कुपँ क्रोधेदिवादिः,1405,FALSE
४.०१४७,गुपँ,गुप्, परस्मैपदी, अकर्मकः,सेट्,"to be confused, to be disturbed, to be distressed",व्याकुल होना,गुप्गुपँ व्याकुलत्वेदिवादिः,1406,FALSE
४.०१४८,युपँ,युप्, परस्मैपदी, सकर्मकः,सेट्,"to be confused, to be afraid","चित्त विकल होना, भ्रान्त होना, घबड़ा जाना",युप्युपँ विमोहनेदिवादिः,1407,FALSE
४.०१४९,रुपँ,रुप्, परस्मैपदी, सकर्मकः,सेट्,"to be confused, to be afraid","चित्त विकल होना, भ्रान्त होना, घबड़ा जाना",रुप्रुपँ विमोहनेदिवादिः,1408,FALSE
४.०१५,लुपँ,लुप्, परस्मैपदी, सकर्मकः,सेट्,"to be confused, to be afraid","चित्त विकल होना, भ्रान्त होना, घबड़ा जाना",लुप्लुपँ विमोहनेदिवादिः,1409,FALSE
४.०१५१,ष्टुपँ,स्तुप्, परस्मैपदी, सकर्मकः,सेट्,"to grow, to rise, to escalate, to accumulate",,स्तुप्ष्टुपँ समुच्छ्रायेदिवादिः,1410,FALSE
४.०१५२,ष्टूपँ,स्तूप्, परस्मैपदी, सकर्मकः,सेट्,"to grow, to rise, to escalate, to accumulate",,स्तूप्ष्टूपँ समुच्छ्रायेदिवादिः,1411,FALSE
४.०१५३,लुभँ,लुभ्, परस्मैपदी, सकर्मकः,सेट्,"to long for, to wish, to be greedy, to desire","आशा करना, चाहना, लोभ करना",लुभ्लुभँ गार्द्ध्येदिवादिः,1412,FALSE
४.०१५४,क्षुभँ,क्षुभ्, परस्मैपदी, अकर्मकः,सेट्,"to agitate, to be agitated, to shake, to be disturbed, to tremble","मथना, क्रोध करना",क्षुभ्क्षुभँ सञ्चलनेदिवादिः,1413,FALSE
४.०१५५,णभँ,नभ्, परस्मैपदी, सकर्मकः,सेट्,"to kill, to destroy","मारना, हिंसा करना",नभ्णभँ हिंसायाम्दिवादिः,1414,FALSE
४.०१५६,तुभँ,तुभ्, परस्मैपदी, सकर्मकः,सेट्,"to kill, to destroy","मारना, हिंसा करना",तुभ्तुभँ हिंसायाम्दिवादिः,1415,FALSE
४.०१५७,क्लिदूँ,क्लिद्, परस्मैपदी, अकर्मकः,वेट्,"to be wet, to be moist","आर्द्र होना, गीला होना",क्लिद्क्लिदूँ आर्द्रीभावेदिवादिः,1416,FALSE
४.०१५८,ञिमिदाँ,मिद्, परस्मैपदी, अकर्मकः,सेट्,"to be greasy, to be soft, to melt","पिघलना, मृदुल होना",मिद्ञिमिदाँ स्नेहनेदिवादिः,1417,FALSE
४.०१५९,ञिक्ष्विदाँ,क्ष्विद्, परस्मैपदी, अकर्मकः,सेट्,"to massage, to set free","तेल की मालिश करना, चुपडना, मुक्त करना",क्ष्विद्ञिक्ष्विदाँ  स्नेहनमोचनयोःदिवादिः,1418,FALSE
४.०१६,ऋधुँ,ऋध्, परस्मैपदी, अकर्मकः,सेट्,"to increase, to prosper, to grow","बढ़ना, वृद्धि होना",ऋध्ऋधुँ वृद्धौदिवादिः,1419,FALSE
४.०१६१,गृधुँ,गृध्, परस्मैपदी, सकर्मकः,सेट्,"to desire, to long",चाहना,गृध्गृधुँ अभिकाङ्क्षायाम्दिवादिः,1420,FALSE
५.०००१,सुँ,षुञ्, उभयपदी, सकर्मकः,अनिट्,"to bathe, to extract, to distill, to juice, to agitate, to churn","स्नान करना, यंत्रादि द्वारा अर्क निकालना, मथना, मद्य चुआना",सुषुञ् अभिषवेस्वादिः,1423,FALSE
५.०००२,सिँ,षिञ्, उभयपदी, सकर्मकः,अनिट्,"to tie, to bind, to quill, to interlock","बांधना, गूंथना",सिषिञ् बन्धनेस्वादिः,1424,FALSE
५.०००३,शिँ,शिञ्, उभयपदी, सकर्मकः,अनिट्,"to sharpen, to whet","तीक्ष्ण करना, पैना करना, पतला करना",शिशिञ् निशानेस्वादिः,1425,FALSE
५.०००४,मिञ्,मिडु, उभयपदी, सकर्मकः,अनिट्,"to throw, to scatter","फेंकना, फैलाना",मिडुमिञ् प्रक्षेपणेस्वादिः,1426,FALSE
५.०००५,चिँ,चिञ्, उभयपदी, सकर्मकः,अनिट्,"to collect, to select, to pick","चुनना, बटोरना, एकत्र करना",चिँचिञ् चयनेस्वादिः,1427,FALSE
५.०००६,तृञ्,स्तृस्, उभयपदी, सकर्मकः,अनिट्,"to cover, to eclipse, to spread, to expand","आच्छादित करना, ढकना, फैलाना, विस्तार होना या करना, बिछाना",स्तृस्तृञ् आच्छादनेस्वादिः,1428,TRUE
५.०००७,कृँ,कृञ्, उभयपदी, सकर्मकः,अनिट्,"to kill, to destroy, to irritate","मार डालना, दुःख देना, सताना",कृँकृञ् हिंसायाम्स्वादिः,1429,FALSE
५.०००८,वृँ,वृञ्, उभयपदी, सकर्मकः,सेट्,"to choose, to select, to marry, to finalize","पसंद करना, नियोजित करना, नियमित करना",वृँवृञ् वरणेस्वादिः,1430,FALSE
५.०००९,धुँ,धुञ्, उभयपदी, सकर्मकः,अनिट्,"to shake, to tremble","कांपना, हिलना",धुँधुञ् कम्पनेस्वादिः,1431,FALSE
५.००१,धूँ,धूञ्, उभयपदी, सकर्मकः,वेट्,"to shake, to tremble",,धूँधूञ् कम्पनेस्वादिः,1432,FALSE
५.००११,टुदु,दु, परस्मैपदी, सकर्मकः,अनिट्,"to give pain, to burn, to heat, to set on fire","दुःख देना, जलना, तप्त करना, जलाना",दुटुदु उपतापेस्वादिः,1433,FALSE
५.००१२,हि,हि, परस्मैपदी, सकर्मकः,अनिट्,"to go, to grow","जाना, बढ़ना",हिहि गतौ वृद्धौ चस्वादिः,1434,FALSE
५.००१३,पृ,पृ, परस्मैपदी, सकर्मकः,अनिट्,"to satisfy, to please","तृप्त करना, संतुष्ट करना",पृपृ प्रीतौस्वादिः,1435,FALSE
५.००१४,स्पृ,स्पृ, परस्मैपदी, सकर्मकः,अनिट्,"to satisfy, to please, to nurture, to nourish, to go","सन्तुष्ट करना, प्रसन्न करना, पालन करना, जाना",स्पृस्पृ प्रीतिपालनयोः प्रीतिचलनयोश्चस्वादिः,1436,FALSE
५.००१५,स्मृ,स्मृ, परस्मैपदी, सकर्मकः,अनिट्,"to satisfy, to please, to force",,स्मृस्मृ प्रीतिबलनयोःस्वादिः,1437,FALSE
५.००१६,आपॢँ,आप्, परस्मैपदी, सकर्मकः,अनिट्,"to obtain, to pervade, to occupy, to reach, to get","व्याप्त होना, व्यापना",आप्आपॢँ व्याप्तौस्वादिः,1438,FALSE
५.००१७,शकॢँ,शक्, परस्मैपदी, अकर्मकः,अनिट्,"to be able, to be powerful","शक्तिवान होना, समर्थ होना, शकना",शक्शकॢँ शक्तौस्वादिः,1439,FALSE
५.००१८,राधँ,राध्, परस्मैपदी, अकर्मकः,अनिट्,"to accomplish, to attain, to fulfill, to achieve","पूरा करना, सिद्ध करना",राध्राधँ संसिद्धौस्वादिः,1440,FALSE
५.००१९,साधँ,साध्, परस्मैपदी, सकर्मकः,अनिट्,"to accomplish, to attain, to fulfill, to achieve","सिद्ध करना, जय पाना, साधना करना",साध्साधँ संसिद्धौस्वादिः,1441,FALSE
५.००२,अशूँ,अश्, आत्मनेपदी, सकर्मकः,वेट्,"to pervade, to heap, to pile up","फैलना, राशि करना, ढेर करना",अश्अशूँ व्याप्तौ सङ्घाते चस्वादिः,1442,FALSE
५.००२१,ष्टिघँ,स्तिघ्, आत्मनेपदी, सकर्मकः,सेट्,"to attack, to hate, to kill, to destroy","हल्ला करना, तिरस्कार करना, वध करना",स्तिघ्ष्टिघँ आस्कन्दनेस्वादिः,1443,FALSE
५.००२२,तिकँ,तिक्, परस्मैपदी, सकर्मकः,सेट्,"to attack, to hate, to kill, to destroy, to go","तिरस्कार करना, वध करना, जाना",तिक्तिकँ आस्कन्दने गतौ चस्वादिः,1444,FALSE
५.००२३,तिगँ,तिग्, परस्मैपदी, सकर्मकः,सेट्,"to attack, to hate, to kill, to destroy, to go","तिरस्कार करना, वध करना, जाना",तिग्तिगँ आस्कन्दने गतौ चस्वादिः,1445,FALSE
५.००२४,षघँ,सघ्, परस्मैपदी, सकर्मकः,सेट्,"to kill, to destroy","मारना, हिंसा करना",सघ्षघँ हिंसायाम्स्वादिः,1446,FALSE
